,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
10,QVs4mzeJFlStABIhmmeH-w,l-hôtel-la-mère-poulard-le-mont-saint-michel,L'Hôtel La Mère Poulard,,False,https://www.yelp.com/biz/l-h%C3%B4tel-la-m%C3%A8re-poulard-le-mont-saint-michel?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",1.5,,[],,,+33233896868,+33 2 33 89 68 68,1754.9008794229464,48.635112,-1.510956,Grande Rue,,,Le Mont-Saint-Michel,50170,FR,01,"['Grande Rue', '50170 Le Mont-Saint-Michel', 'France']"
11,BvGzkEZmur8-X-OsTSiLQA,hôtel-formule-verte-mont-saint-michel-le-2,Hôtel Formule Verte,https://s3-media3.fl.yelpcdn.com/bphoto/dxdKoL3MPFn8SM9fOz13ew/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-formule-verte-mont-saint-michel-le-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,,[],€€€,,+33233601413,+33 2 33 60 14 13,1616.6819022267,48.61633,-1.51067,La Caserne,,,Mont Saint Michel (Le),50170,FR,50,"['La Caserne', '50170 Mont Saint Michel (Le)', 'France']"
12,OYXIp-uoETHERf3dKrNyUA,hôtel-saint-aubert-beauvoir,Hôtel Saint Aubert,https://s3-media3.fl.yelpcdn.com/bphoto/dvZq1sdyearoSUkIeLrfdA/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-saint-aubert-beauvoir?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,,[],,,+33233600874,+33 2 33 60 08 74,2008.558601832127,48.6113796,-1.5098798,Le Bas Pays,,,Beauvoir,50170,FR,50,"['Le Bas Pays', '50170 Beauvoir', 'France']"
13,-gLJI0dLNlDxvvAqitXOEQ,hôtel-oceania-saint-malo-saint-malo-3,Hôtel Oceania Saint-Malo,https://s3-media2.fl.yelpcdn.com/bphoto/vCqw7l5p7YIXLqiFcq0U7w/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-oceania-saint-malo-saint-malo-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,11,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,,[],€€,,+33299568484,+33 2 99 56 84 84,465.77604513780364,48.65177,-2.01846,Chaussée du Sillon,2 rue Joseph Loth,,Saint-Malo,35400,FR,35,"['Chaussée du Sillon', '2 rue Joseph Loth', '35400 Saint-Malo', 'France']"
14,hNZ7983udHdhwuoy35tQxg,ibis-saint-malo-plage-saint-malo,Ibis Saint-Malo Plage,https://s3-media4.fl.yelpcdn.com/bphoto/YgnxIPlnDO6jelx36elNSw/o.jpg,False,https://www.yelp.com/biz/ibis-saint-malo-plage-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,,[],,,+33299405777,+33 2 99 40 57 77,70.33146264576176,48.652824,-2.012926,Chaussée du Sillon,,,Saint-Malo,35400,FR,35,"['Chaussée du Sillon', '35400 Saint-Malo', 'France']"
15,4PKaINrmGtbPTk5LAqFbVw,hôtel-mercure-balmoral-saint-malo,Hôtel Mercure Balmoral,https://s3-media2.fl.yelpcdn.com/bphoto/rqYTFWQDYR6jAvYZaZN1Uw/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-mercure-balmoral-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],€€,,+33299561673,+33 2 99 56 16 73,794.0545495177287,48.6464228,-2.0062143,24 rue Theodore Monod,,,Saint-Malo,35400,FR,35,"['24 rue Theodore Monod', '35400 Saint-Malo', 'France']"
16,9zcJeD5Zbl3PmpU3cG8p1w,les-ambassadeurs-saint-malo-2,Les Ambassadeurs,https://s3-media2.fl.yelpcdn.com/bphoto/9D-CKLSmEGVa4bamFbsfwg/o.jpg,False,https://www.yelp.com/biz/les-ambassadeurs-saint-malo-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,,[],,,+33299402626,+33 2 99 40 26 26,394.19683506989924,48.65439,-2.00805,11 chaussée du Sillon,,,Saint Malo,35400,FR,35,"['11 chaussée du Sillon', '35400 Saint Malo', 'France']"
17,e-Zs0pOR72ZMKoyO7URQcg,hôtel-le-nouveau-monde-saint-malo-3,Hôtel le Nouveau Monde,https://s3-media4.fl.yelpcdn.com/bphoto/ANGW56jupnmbT3xrNCpgEA/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-le-nouveau-monde-saint-malo-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.5,,[],€€€,,+33299404000,+33 2 99 40 40 00,163.56704280009183,48.6535,-2.0107,64 Chaussée du Sillon,,,Saint-Malo,35400,FR,35,"['64 Chaussée du Sillon', '35400 Saint-Malo', 'France']"
18,TTuusZPVnURT0AynQ9nL3g,maison-des-armateurs-saint-malo,Maison des Armateurs,https://s3-media2.fl.yelpcdn.com/bphoto/JL7nSvK2VyEAHrcY5bh7qw/o.jpg,False,https://www.yelp.com/biz/maison-des-armateurs-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],€€€,,+33299408770,+33 2 99 40 87 70,960.5370843215721,48.6492,-2.02459,6 Grand Rue,,,Saint Malo,35400,FR,35,"['6 Grand Rue', '35400 Saint Malo', 'France']"
19,L1OgKfeMJYfNrRH61KbDVA,alba-hôtel-st-malo-2,Alba Hôtel,https://s3-media1.fl.yelpcdn.com/bphoto/vSzkzPy-5yGqgv0XBYj8rg/o.jpg,False,https://www.yelp.com/biz/alba-h%C3%B4tel-st-malo-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],,,+33299403718,+33 2 99 40 37 18,815.8158600377119,48.6565796,-2.0033635,17 rue des Dunes,,,St Malo,35400,FR,35,"['17 rue des Dunes', '35400 St Malo', 'France']"
20,Hgo6jsso3QHOEAgc2N9CYA,hôtel-antinéa-saint-malo,Hôtel Antinéa,https://s3-media2.fl.yelpcdn.com/bphoto/JQl4nLviYTN8-IyevCHCxg/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-antin%C3%A9a-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],€€€,,+33299561075,+33 2 99 56 10 75,626.1211615988587,48.6554147,-2.00528708,53 Chaussée du Sillon,,,Saint-Malo,35400,FR,35,"['53 Chaussée du Sillon', '35400 Saint-Malo', 'France']"
21,HTtXt_3OPpB2hBqka2yxmg,hotel-kyriad-saint-malo-plage-saint-malo-2,Hotel Kyriad Saint Malo Plage,https://s3-media3.fl.yelpcdn.com/bphoto/49rBzvpPpzLxhOfxctcEXg/o.jpg,False,https://www.yelp.com/biz/hotel-kyriad-saint-malo-plage-saint-malo-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,,[],,,+33299560926,+33 2 99 56 09 26,608.0609568560321,48.655432,-2.005599,49 chaussée du Sillon,,,Saint-Malo,35400,FR,35,"['49 chaussée du Sillon', '35400 Saint-Malo', 'France']"
22,6GgSlgmeVP86fwLyBJaFlw,b-et-b-hôtel-saint-malo-centre-saint-malo,B&B Hôtel Saint Malo Centre,https://s3-media2.fl.yelpcdn.com/bphoto/4swo9JvcmPuM_sYrR0uLjg/o.jpg,False,https://www.yelp.com/biz/b-et-b-h%C3%B4tel-saint-malo-centre-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],,,+33892788095,+33 892 78 80 95,2350.0812379802724,48.63839,-1.99005,76 avenue du Général de Gaulle,,,Saint-Malo,35400,FR,35,"['76 avenue du Général de Gaulle', '35400 Saint-Malo', 'France']"
23,gvEUI3mOVXa7_fwtKTXieQ,hotel-terminus-st-malo,Hotel Terminus,,False,https://www.yelp.com/biz/hotel-terminus-st-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.0,,[],,,+33299561438,+33 2 99 56 14 38,680.4930432754998,48.6467255,-2.0085691,8 Boulevard Talards,,,St Malo,35400,FR,35,"['8 Boulevard Talards', '35400 St Malo', 'France']"
24,iNNiSMCnD4_sNs-cFDvm9g,le-grand-hôtel-dinard,Le Grand Hôtel,https://s3-media3.fl.yelpcdn.com/bphoto/T0aZtTqNIzSftL4yKmKUBw/o.jpg,False,https://www.yelp.com/biz/le-grand-h%C3%B4tel-dinard?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,6,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],€€€,,+33299882626,+33 2 99 88 26 26,3581.4691378537223,48.633,-2.05141,46 ave George V,,,Dinard,35800,FR,35,"['46 ave George V', '35800 Dinard', 'France']"
25,D6hcx9NN8vaQkFgIMTc82A,hôtel-de-la-porte-st-pierre-saint-malo,Hôtel de la Porte St Pierre,https://s3-media1.fl.yelpcdn.com/bphoto/qe-Kzvs_pnqWPp53_NS7vg/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-de-la-porte-st-pierre-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,,[],,,+33299409127,+33 2 99 40 91 27,1269.7081523037841,48.64787,-2.0281699,2 place du Guet,,,Saint-Malo,35400,FR,35,"['2 place du Guet', '35400 Saint-Malo', 'France']"
26,ad5A1YQIIp-MAnrtKhLYRg,le-grand-hôtel-des-thermes-saint-malo-2,Le Grand Hôtel des Thermes,https://s3-media4.fl.yelpcdn.com/bphoto/WVWCjeGOX1e-yiy_OgDmCA/o.jpg,False,https://www.yelp.com/biz/le-grand-h%C3%B4tel-des-thermes-saint-malo-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,10,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,,[],€€€,,+33299407575,+33 2 99 40 75 75,1125.0671274573738,48.657879,-1.999607,100 boulevard Hébert,,Grande Plage du Sillon,Saint-Malo,35400,FR,35,"['100 boulevard Hébert', 'Grande Plage du Sillon', '35400 Saint-Malo', 'France']"
27,7Td4fLCZre7HyHuSMXsL2Q,etap-hotel-st-malo,Etap Hotel,,False,https://www.yelp.com/biz/etap-hotel-st-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,,[],,,+33892680832,+33 892 68 08 32,1574.8204794709682,48.6382767,-2.0094027,138 Boulevard des Talards,,,St Malo,35400,FR,35,"['138 Boulevard des Talards', '35400 St Malo', 'France']"
28,om3PiAt5n7XaE9aZbURVZg,hôtel-bar-le-nautilus-st-malo-2,Hôtel Bar Le Nautilus,https://s3-media2.fl.yelpcdn.com/bphoto/aJQxFBg1fjwt2XpTp__RZQ/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-bar-le-nautilus-st-malo-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],€€,,+33299404227,+33 2 99 40 42 27,933.3493008920316,48.6505906,-2.0248252,9 Rue Corne de Cerf,,,St Malo,35400,FR,35,"['9 Rue Corne de Cerf', '35400 St Malo', 'France']"
29,bjqT1hRYipu8Zyw5nWvoWw,quic-en-groigne-saint-malo,Quic en Groigne,https://s3-media1.fl.yelpcdn.com/bphoto/S5Yb9eqeNfqpYTekOffWvw/o.jpg,False,https://www.yelp.com/biz/quic-en-groigne-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,,[],€€,,+33299202220,+33 2 99 20 22 20,1220.1015453030818,48.64677,-2.02673,8 Rue Estrées,,,Saint Malo,35400,FR,35,"['8 Rue Estrées', '35400 Saint Malo', 'France']"
30,KaggnlEy5qSYmk56O9l61w,hôtel-ambassadeur-st-malo,Hôtel Ambassadeur,https://s3-media3.fl.yelpcdn.com/bphoto/SpJUAw0EmR3Uue_FdpVx8g/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-ambassadeur-st-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.5,,[],€€€,,+33299402626,+33 2 99 40 26 26,437.0467266822296,48.6547556,-2.0077388,11 Chaussée Sillon,,,St Malo,35400,FR,35,"['11 Chaussée Sillon', '35400 St Malo', 'France']"
31,aN99jQCSFwwUF6Ph_kmEZA,hôtel-des-abers-saint-malo,Hôtel des Abers,https://s3-media1.fl.yelpcdn.com/bphoto/MDJijBOH8wEoU0LY9sLz7g/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-des-abers-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],,,+33299408560,+33 2 99 40 85 60,944.0931325002636,48.6504712,-2.024936,10 rue de la Corne de Cerf,,,Saint-Malo,35400,FR,35,"['10 rue de la Corne de Cerf', '35400 Saint-Malo', 'France']"
32,bI0zZTewxr9Yu4ZK5Te1jA,escale-oceania-saint-malo-saint-malo,Escale Oceania Saint-Malo,https://s3-media1.fl.yelpcdn.com/bphoto/p6SOHZyPdjtLUm5Ed2Ku2w/o.jpg,False,https://www.yelp.com/biz/escale-oceania-saint-malo-saint-malo?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,,[],€€€,,+33290103636,+33 2 90 10 36 36,342.2568500169773,48.6542553,-2.008786,76 chaussée du Sillon,,,Saint-Malo,35400,FR,35,"['76 chaussée du Sillon', '35400 Saint-Malo', 'France']"
33,G28kfBTdTGxm0vnEI3i-lw,hôtel-le-bayeux-bayeux-2,Hôtel le Bayeux,https://s3-media4.fl.yelpcdn.com/bphoto/b0k4uw7LPVLc6v-ELOdg_g/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-le-bayeux-bayeux-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,12,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.5,,[],€€,,+33231927008,+33 2 31 92 70 08,336.0901892611429,49.27412,-0.70439,9 rue Tardif,,,Bayeux,14400,FR,14,"['9 rue Tardif', '14400 Bayeux', 'France']"
34,jB55qBTJ62DZGuG0lKjMtQ,villa-lara-bayeux-2,Villa Lara,https://s3-media2.fl.yelpcdn.com/bphoto/6a4XsLRn9a4ImtmbKHlE0A/o.jpg,False,https://www.yelp.com/biz/villa-lara-bayeux-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,,[],€€€,,+33231920055,+33 2 31 92 00 55,272.71590823417955,49.276164,-0.700342,6 place Québec,,,Bayeux,14400,FR,14,"['6 place Québec', '14400 Bayeux', 'France']"
35,zHLxsO_nsP_YSfpma45Mzg,hôtel-d-argouges-bayeux-2,Hôtel d'Argouges,https://s3-media3.fl.yelpcdn.com/bphoto/jpB-HWcVhqNwMz8ySi2lWA/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-d-argouges-bayeux-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.5,,[],€€,,+33231928886,+33 2 31 92 88 86,400.5354912042408,49.27901,-0.70843,21 rue St Patrice,,,Bayeux,14400,FR,14,"['21 rue St Patrice', '14400 Bayeux', 'France']"
36,Lr9RyIBgaelhVwYwICJpSg,hôtel-particulier-poppa-bayeux-2,Hôtel Particulier Poppa,https://s3-media2.fl.yelpcdn.com/bphoto/gEN4yc25r53UZPmqy3FSPQ/o.jpg,False,https://www.yelp.com/biz/h%C3%B4tel-particulier-poppa-bayeux-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2,"[{'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}]",5.0,,[],,,+33687147421,+33 6 87 14 74 21,245.44087545172894,49.2769,-0.70743,32 place Charles de Gaulle,,,Bayeux,14400,FR,14,"['32 place Charles de Gaulle', '14400 Bayeux', 'France']"
